,X,TE.fixed.x,lower.fixed.x,upper.fixed.x,pval.fixed.x,TE.random.x,lower.random.x,upper.random.x,pval.random.x,I2.x,Tau2.x,H.x,Q.x,symbol.x,TE.fixed.y,lower.fixed.y,upper.fixed.y,pval.fixed.y,TE.random.y,lower.random.y,upper.random.y,pval.random.y,I2.y,Tau2.y,H.y,Q.y,symbol.y
1,ENSG00000004487.14,0.276305836046981,0.275831949373469,0.276779722720494,0,0.387916135428088,0.237428498346159,0.538403772510016,4.36628222272673e-07,0.999987010016312,0.132955811131491,277.457007014811,1693612.59631557,KDM1A,1.18781597212858,1.09055437927108,1.29375188478617,7.85621726776142e-05,1.17559487652766,1.01255502498952,1.36488712179605,0.0336902847211271,0.578880440491048,0.0621255392974933,1.54098103318723,52.2416959821415,KDM1A
2,ENSG00000005889.14,-0.192050614014314,-0.193810479927769,-0.190290748100858,0,-0.212979951657875,-0.327146703772329,-0.0988131995434208,0.00025583697341401,0.999713083295504,0.0754839214181353,59.0367012906864,76677.3061842862,ZFX,0.977723784994939,0.909745564833481,1.05078148956934,0.540059255180245,0.977723784994939,0.909745564833481,1.05078148956934,0.540059255180245,0,0,1,16.7095398144465,ZFX
3,ENSG00000006712.13,-0.0122628259348601,-0.0132487259352014,-0.0112769259345189,2.89643790372727e-131,0.00875874643014447,-0.0599899604553444,0.0775074533156333,0.802816259578424,0.999769769099378,0.0272134735477387,65.9049741175215,95556.243495486,PAF1,0.962297816645811,0.884302242645205,1.04717261052206,0.372852297464137,0.95567044608015,0.870075502862545,1.04968591634434,0.343589947538071,0.115662902104183,0.00580577435947922,1.06338634198851,24.8773912712093,PAF1
4,ENSG00000057935.12,0.157747318278119,0.157102404521091,0.158392232035147,0,0.0383895973229177,-0.100064200839604,0.17684339548544,0.58682243638237,0.999972940678669,0.108791681502157,192.239022735038,813028.520966695,MTA3,1.13177014335779,1.03596202458753,1.23643881435336,0.0060912021190296,1.14668646594921,1.00348054421328,1.31032919250262,0.0443241952578754,0.451925952796701,0.0399441742184856,1.35076681089381,40.140561503069,MTA3
5,ENSG00000064490.12,0.453248752949154,0.451505278354816,0.454992227543492,0,0.525621032199718,0.420587191797734,0.630654872601701,1.03750953758564e-22,0.999676208573041,0.0634064552707824,55.5734459701098,67944.9737338397,RFXANK,0.996362034023439,0.931881035101792,1.06530476042458,0.914974038033689,0.992378481304381,0.913226794408818,1.07839044603757,0.856836538931262,0.255597801326406,0.00948726215066649,1.1590340008559,29.5539159330809,RFXANK
6,ENSG00000064961.17,0.290091889593503,0.288655892536336,0.29152788665067,0,0.328268147473184,0.215597481809276,0.440938813137091,1.12715786135103e-08,0.999813562365092,0.0716334669158604,73.2374488193615,118001.926010509,HMG20B,0.872558883308597,0.811712871161902,0.937965913674526,0.00021863370619385,0.86332918236378,0.770212694964399,0.967703183800889,0.0116108086275989,0.512325816133798,0.0337560730976236,1.43197394860954,45.112086568921,HMG20B
7,ENSG00000066422.4,0.0309519699154154,0.0300004541334047,0.0319034856974261,0,0.0245612924764887,-0.0637438578696946,0.112866442822672,0.585652724506705,0.999871252847002,0.0455098955884282,88.1315042630635,170877.564960748,ZBTB11,1.0821159773745,0.986894238932477,1.18652530564552,0.0931030108755797,1.10287923902909,0.957852242487678,1.26986455940466,0.173410470018098,0.486962617409343,0.0495319604957218,1.39612882689661,42.8818654284173,ZBTB11
8,ENSG00000067082.13,-1.01120544966058,-1.01734042836935,-1.0050704709518,0,-0.732495048315662,-1.09875383114508,-0.366236265486242,8.86197349920127e-05,0.999681109472889,0.794716510087037,55.9988606302469,68989.1926214878,KLF6,1.01729936810801,0.966422973717136,1.07085410063508,0.512325351741894,1.00826668004348,0.909689012577426,1.11752663166235,0.875376461035229,0.688691730978012,0.0360130001033478,1.79227510199366,70.6695009069807,KLF6
9,ENSG00000070444.13,0.0519380894729959,0.0507258484075875,0.0531503305384043,0,0.0926232453956566,-0.0356221500328453,0.220868640824159,0.156906258534417,0.999888457730795,0.0960516705610415,94.6847991479908,197234.646173298,MNT,1.02287909327337,0.937994016490192,1.11544596347294,0.608805960718672,0.996443028708025,0.853616969778456,1.16316655433703,0.963993749540324,0.601315926995518,0.0698942549567577,1.58374609400528,55.1815371860934,MNT
10,ENSG00000074266.16,0.238902153506516,0.238116845245123,0.239687461767908,0,0.343007570745662,0.224497214464965,0.461517927026359,1.40503417753435e-08,0.999950784609509,0.0836196847121939,142.544193900155,447014.638722191,EED,1.02941565382238,0.940970945659278,1.12617354789003,0.527047710268792,1.06040054177233,0.881342894074862,1.27583635898192,0.53428577369211,0.693806094657653,0.113845971747616,1.80718132068391,71.8498951682347,EED
11,ENSG00000084093.14,-0.0712288762498534,-0.0724648929290374,-0.0699928595706694,0,-0.111119359417969,-0.254554845115616,0.0323161262796779,0.128917981245496,0.999919226300024,0.122483593164395,111.266649734409,272365.881548632,REST,0.983760687972184,0.903190463666021,1.0715182789589,0.707257693668776,0.96741243965126,0.841882669584972,1.11165945351194,0.640352341840915,0.550172228104402,0.0546899200634931,1.49099733635544,48.9076072544184,REST
