"","R","Pvalues"
"TCGA-UCEC",-0.0267457565503456,0.530987112985593
"TCGA-BRCA",-0.186710827308372,4.20841894637402e-10
"TCGA-LGG",0.138117425488113,0.00175072743852462
"TCGA-CESC",-0.094632839717481,0.0995826285718356
"TCGA-STAD",-0.12800937871869,0.0131077040060661
"TCGA-ESCA",-0.0168991282398976,0.831506116740736
"TCGA-THCA",-0.138725339440768,0.00183621435201712
"TCGA-OV",-0.045153458734848,0.383892043360166
"TCGA-ACC",0.0883828856814898,0.438599390680563
"TCGA-GBM",0.128688157418045,0.10936535993922
"TCGA-HNSC",-0.0934664882449612,0.0366790380302559
"TCGA-PRAD",-0.0694459555047169,0.121688635413854
"TCGA-LIHC",-0.0754100902405742,0.147152161129236
"TCGA-BLCA",-0.10127567626746,0.0394250100275013
"TCGA-COAD",0.0626789067088043,0.17127459270421
"TCGA-LUSC",-0.0458489790657948,0.305249450133006
"TCGA-TGCT",0.149793191665293,0.0673136601712257
"TCGA-KIRP",-0.0202210317360982,0.732573038232782
"TCGA-KIRC",-0.0494919298858791,0.25179966937965
"TCGA-PAAD",0.0276399208897195,0.714969872101279
"TCGA-MESO",-0.00357962815117614,0.973905495314002
"TCGA-LUAD",-0.076957790031891,0.0758697206075251
"TCGA-THYM",-0.507678675723674,3.79307520399034e-09
"TCGA-SARC",-0.0130968020670964,0.833852989194466
"TCGA-CHOL",-0.0426674948585067,0.804844360839408
"TCGA-UCS",-0.430115055404083,0.000937808279010033
"TCGA-PCPG",0.0652634223246168,0.386758177973362
"TCGA-READ",-0.100108968420729,0.199389147211197
"TCGA-KICH",-0.145141746341204,0.248669979149973
"TCGA-UVM",0.172887270759758,0.125131344022764
"TCGA-SKCM",-0.0670925215269852,0.500715748024838
"TCGA-DLBC",0.0702045519062991,0.635388639456594
