"","R","Pvalues"
"TCGA-UCEC",0.283243136650478,1.26348204894539e-11
"TCGA-BRCA",0.227701079386981,1.99427730436123e-14
"TCGA-LGG",0.291502675226424,1.81903945906108e-11
"TCGA-CESC",-0.062905895201347,0.274232902683599
"TCGA-STAD",0.127342760569186,0.0135944753991415
"TCGA-ESCA",-0.0763257952590444,0.335886745248811
"TCGA-THCA",0.190165390184144,1.79234014521264e-05
"TCGA-OV",0.0353011393343962,0.496112937258418
"TCGA-ACC",0.136278965640761,0.231086934522268
"TCGA-GBM",0.087218765523273,0.278956932279964
"TCGA-HNSC",0.108354785328464,0.0153521710226357
"TCGA-PRAD",0.250312134751932,1.49362645259964e-08
"TCGA-LIHC",0.136766738002949,0.00834384159161335
"TCGA-BLCA",0.175168272391876,0.000342154738407723
"TCGA-COAD",0.304364390643572,1.0540110592247e-11
"TCGA-LUSC",0.0170260470962046,0.703536250672513
"TCGA-TGCT",0.173417520501823,0.0338157515975109
"TCGA-KIRP",-0.035522720180205,0.548234126254759
"TCGA-KIRC",0.341622123401754,3.58061740590695e-16
"TCGA-PAAD",0.219463816388482,0.00333595260510214
"TCGA-MESO",-0.100152024422254,0.358885671167266
"TCGA-LUAD",0.286312276952865,1.62766398529875e-11
"TCGA-THYM",0.111003642575412,0.229424189840197
"TCGA-SARC",-0.0172258138725878,0.782622737424243
"TCGA-CHOL",-0.0825128248949214,0.632349839901512
"TCGA-UCS",0.11851110474542,0.384341499596802
"TCGA-PCPG",0.146819828500627,0.0505085951977026
"TCGA-READ",0.0960934979377326,0.21810789643841
"TCGA-KICH",0.231154717294813,0.0639330887911218
"TCGA-UVM",0.641210452419591,1.47977591883787e-10
"TCGA-SKCM",0.377991376243554,8.26927268669473e-05
"TCGA-DLBC",0.177929828739536,0.226308668102214
