"","R","Pvalues"
"TCGA-UCEC",0.188231525360969,8.65847515830336e-06
"TCGA-BRCA",0.0481118130081212,0.110432960471466
"TCGA-LGG",0.516058641435674,4.03025239728063e-36
"TCGA-CESC",0.285408142160807,4.16135319245396e-07
"TCGA-STAD",0.0849467728046468,0.100493596505816
"TCGA-ESCA",0.107515371995169,0.174614204285694
"TCGA-THCA",-0.0988518437992388,0.0267795441091325
"TCGA-OV",0.0793504029637475,0.125561119038515
"TCGA-ACC",0.111285678991183,0.328866327242667
"TCGA-GBM",0.286365357604132,0.00028992831251104
"TCGA-HNSC",0.193514462563084,1.31531593298116e-05
"TCGA-PRAD",-0.0359597752411408,0.423295118629425
"TCGA-LIHC",0.410857074574878,1.52822323410198e-16
"TCGA-BLCA",0.166394290743223,0.000676050368288576
"TCGA-COAD",0.117296966595971,0.0102689301189118
"TCGA-LUSC",0.0657788291307058,0.14109695128055
"TCGA-TGCT",0.0458180233087024,0.577696815872345
"TCGA-KIRP",0.037618071563755,0.52487512778786
"TCGA-KIRC",0.271079296824715,1.62555280311716e-10
"TCGA-PAAD",0.103440872042406,0.170649756498761
"TCGA-MESO",0.229944158483243,0.0331849001319354
"TCGA-LUAD",0.162074248180956,0.00017137034791154
"TCGA-THYM",0.106592047777858,0.248582610106517
"TCGA-SARC",-0.0262049731387677,0.674659822528492
"TCGA-CHOL",0.0353439504221319,0.837850758976032
"TCGA-UCS",0.276221129984128,0.0393307775188399
"TCGA-PCPG",-0.11357483104736,0.131173543491587
"TCGA-READ",0.0626334552363462,0.422746568669291
"TCGA-KICH",0.0734596064397643,0.560872991705861
"TCGA-UVM",0.455472427707437,2.18383596736726e-05
"TCGA-SKCM",0.33532899379973,0.000535177179913395
"TCGA-DLBC",0.409328233443792,0.00386586604085258
