"","R","Pvalues"
"TCGA-UCEC",-0.382817461739022,1.12975263686022e-20
"TCGA-BRCA",-0.352221992418224,1.55738514723905e-33
"TCGA-LGG",-0.163615487895549,0.00020353987865973
"TCGA-CESC",-0.367684930436833,3.64968686639525e-11
"TCGA-STAD",-0.0277955090267152,0.591568506254195
"TCGA-ESCA",-0.00172205981993712,0.982703018938183
"TCGA-THCA",-0.737156245649094,3.69905180514184e-87
"TCGA-OV",0.0315187524676039,0.543416798311278
"TCGA-ACC",-0.219738826716514,0.051678263263454
"TCGA-GBM",0.344241680282108,1.0812796337618e-05
"TCGA-HNSC",-0.312968941097729,7.98765559962243e-13
"TCGA-PRAD",-0.277293334054869,3.04653932956826e-10
"TCGA-LIHC",-0.138821978288157,0.00740953211159519
"TCGA-BLCA",-0.310683693403829,1.02654492902164e-10
"TCGA-COAD",-0.0578990852592624,0.206371532463593
"TCGA-LUSC",0.104194179571518,0.0195409728295418
"TCGA-TGCT",-0.202993062421493,0.0127260819127327
"TCGA-KIRP",-0.473413711223256,1.71254365383601e-17
"TCGA-KIRC",-0.439500737593254,8.12429346051592e-27
"TCGA-PAAD",-0.573959610450113,6.75990191206247e-17
"TCGA-MESO",-0.21313619448128,0.0488013071997313
"TCGA-LUAD",-0.102305862611651,0.0181486661144525
"TCGA-THYM",-0.643512416165649,2.95569137772401e-15
"TCGA-SARC",-0.271613957195099,9.26285470065638e-06
"TCGA-CHOL",-0.168032518204161,0.327282353186897
"TCGA-UCS",-0.495362995048515,0.000103777023182497
"TCGA-PCPG",-0.619034703818594,3.27693011802331e-20
"TCGA-READ",0.0252826817515186,0.746441680219223
"TCGA-KICH",-0.496840336050267,2.55636922545629e-05
"TCGA-UVM",-0.465928601195272,1.32790402386945e-05
"TCGA-SKCM",-0.217729319926455,0.0271523601814696
"TCGA-DLBC",-0.46387348978537,0.000897595144623361
