"","R","Pvalues"
"TCGA-UCEC",-0.117067738554123,0.0059377088174188
"TCGA-BRCA",-0.0804321646270776,0.00755455051456636
"TCGA-LGG",-0.00455296740367678,0.918225106908569
"TCGA-CESC",0.0264326271541665,0.646198111543635
"TCGA-STAD",-0.048186200128111,0.352087830657735
"TCGA-ESCA",-0.0690747764201085,0.383933304709556
"TCGA-THCA",-0.00579246465586813,0.896993841734741
"TCGA-OV",-0.171133703282825,0.000890431830428339
"TCGA-ACC",-0.114287100554468,0.315906425591671
"TCGA-GBM",-0.307065525321058,9.65804338196532e-05
"TCGA-HNSC",-6.40121409639672e-05,0.998860802771996
"TCGA-PRAD",-0.0378404053893153,0.399439327696388
"TCGA-LIHC",0.221745385336281,1.6289664563565e-05
"TCGA-BLCA",0.114377680078515,0.0199201120534443
"TCGA-COAD",-0.0541012897487341,0.237763334049546
"TCGA-LUSC",-0.0526638109609612,0.2388654116066
"TCGA-TGCT",-0.00145603963544171,0.985891263822695
"TCGA-KIRP",-0.113358964475301,0.0546564394555649
"TCGA-KIRC",-0.0200978979946951,0.641838372525831
"TCGA-PAAD",-0.0524640133199514,0.48798281943517
"TCGA-MESO",-0.0666664860514207,0.541946671227371
"TCGA-LUAD",0.021730597681085,0.616673023564434
"TCGA-THYM",0.00557767888785386,0.951993545981267
"TCGA-SARC",-0.139695467443087,0.0245540731262494
"TCGA-CHOL",-0.484508698375444,0.00274909567200165
"TCGA-UCS",-0.384694554423425,0.00341777874715392
"TCGA-PCPG",0.0454587583936717,0.546818627148042
"TCGA-READ",-0.185485225662159,0.0167316820440743
"TCGA-KICH",-0.295043769772688,0.0170354351500827
"TCGA-UVM",0.169807631454796,0.132102805093956
"TCGA-SKCM",-0.0165806614898739,0.867973528620183
"TCGA-DLBC",-0.403425434494049,0.00446529211756316
