"","R","Pvalues"
"TCGA-UCEC",-0.353881449531803,1.06498429298207e-17
"TCGA-BRCA",-0.423244933713267,3.99807813357304e-49
"TCGA-LGG",-0.524134445062591,2.11777826687305e-37
"TCGA-CESC",-0.172083146358284,0.00260817330408012
"TCGA-STAD",-0.311111639403463,7.36595070040429e-10
"TCGA-ESCA",-0.0434669609641926,0.584038497178081
"TCGA-THCA",-0.183731089995269,3.44880975459932e-05
"TCGA-OV",-0.0973288099371246,0.0600514621832882
"TCGA-ACC",-0.224399498771779,0.0467952338446046
"TCGA-GBM",-0.227828695145482,0.0042309314550854
"TCGA-HNSC",-0.509641735101639,2.0934468869182e-34
"TCGA-PRAD",-0.451490602204599,2.2058108204998e-26
"TCGA-LIHC",-0.382102582868809,2.41606479299369e-14
"TCGA-BLCA",-0.311491750167287,9.13067488322462e-11
"TCGA-COAD",-0.547774041636302,8.85559637406514e-39
"TCGA-LUSC",-0.262372403673099,2.39043364934268e-09
"TCGA-TGCT",-0.0547623986243107,0.505674055310443
"TCGA-KIRP",-0.451074873373996,7.68124736165111e-16
"TCGA-KIRC",-0.466741052806253,1.85086982696098e-30
"TCGA-PAAD",-0.495228851127373,2.42904253004776e-12
"TCGA-MESO",-0.233073836932024,0.0307999870643465
"TCGA-LUAD",-0.318040624701093,5.41653817362022e-14
"TCGA-THYM",-0.618564209733234,6.5627386511209e-14
"TCGA-SARC",-0.109835666321678,0.0776596578015282
"TCGA-CHOL",-0.285346259252467,0.091616506889229
"TCGA-UCS",-0.169502460964153,0.211704721251356
"TCGA-PCPG",-0.349996680356103,1.67626297684564e-06
"TCGA-READ",-0.503442981790978,4.73271268050399e-12
"TCGA-KICH",-0.479594269470267,5.29478708447371e-05
"TCGA-UVM",-0.456506884857613,2.0804577215748e-05
"TCGA-SKCM",-0.194845195156663,0.0485781587315291
"TCGA-DLBC",-0.457796783656903,0.00106903575765133
