"","R","Pvalues"
"TCGA-UCEC",-0.444902635434147,3.85106446979753e-28
"TCGA-BRCA",-0.340608558269091,2.45950787841268e-31
"TCGA-LGG",-0.324897980595395,5.00771370990255e-14
"TCGA-CESC",-0.205940790539649,0.000300660229414929
"TCGA-STAD",-0.293803991645101,6.67224660662435e-09
"TCGA-ESCA",-0.0469440730040044,0.554293692521984
"TCGA-THCA",-0.624812634334984,1.04236696214525e-55
"TCGA-OV",-0.229065834364562,7.65079010472846e-06
"TCGA-ACC",-0.124525255041462,0.274206993210542
"TCGA-GBM",-0.505303547043599,1.72698606320125e-11
"TCGA-HNSC",-0.129794961480721,0.00364508550055492
"TCGA-PRAD",-0.262153180936085,2.85581591933844e-09
"TCGA-LIHC",-0.323704003225743,1.69496431112505e-10
"TCGA-BLCA",-0.180646645479824,0.000219934537216242
"TCGA-COAD",-0.602491117974511,1.46989110180591e-48
"TCGA-LUSC",-0.372788698806014,5.36986139373828e-18
"TCGA-TGCT",-0.0920515533545312,0.262566351830803
"TCGA-KIRP",-0.426702588589881,3.58709198942894e-14
"TCGA-KIRC",-0.671657178376672,7.73146927301388e-72
"TCGA-PAAD",-0.358659577169844,9.49011100834171e-07
"TCGA-MESO",-0.117966969421427,0.279361486860924
"TCGA-LUAD",-0.507176998402902,3.49759598764033e-36
"TCGA-THYM",-0.247697971707382,0.00660748363549689
"TCGA-SARC",-0.216679406705259,0.000444625183998117
"TCGA-CHOL",-0.0974230466453388,0.571899408370849
"TCGA-UCS",-0.244706448619859,0.0691164996283973
"TCGA-PCPG",-0.430219443896579,2.05319216908861e-09
"TCGA-READ",-0.651383993266724,2.05381098959212e-21
"TCGA-KICH",-0.474605510433132,6.48941992454048e-05
"TCGA-UVM",-0.63612671668857,2.28673879073153e-10
"TCGA-SKCM",-0.440599478042306,3.19932204656929e-06
"TCGA-DLBC",-0.0262224106416862,0.859574651282012
