"","R","Pvalues"
"TCGA-UCEC",0.0851185777580414,0.0458132758605618
"TCGA-BRCA",-0.107869628033179,0.00033413322157149
"TCGA-LGG",-0.0947891464748221,0.0321680504597684
"TCGA-CESC",0.0149478490844838,0.795198968962256
"TCGA-STAD",-0.0697187030486203,0.17790634613924
"TCGA-ESCA",0.0727762540897205,0.358907291209173
"TCGA-THCA",0.0292513761297272,0.513180338568422
"TCGA-OV",-0.154447819588563,0.00274561550245729
"TCGA-ACC",0.0997455998724792,0.381785520505071
"TCGA-GBM",-0.0542728071446167,0.501003544961238
"TCGA-HNSC",-0.0259857900955151,0.562114578847408
"TCGA-PRAD",-0.0559598529985792,0.212531688920305
"TCGA-LIHC",0.0682401617402928,0.189691550934858
"TCGA-BLCA",-0.0468144589138978,0.34202366864842
"TCGA-COAD",0.0529150503121615,0.248224361942434
"TCGA-LUSC",0.00998667377937155,0.823377708415372
"TCGA-TGCT",0.233355963115716,0.00405445584957933
"TCGA-KIRP",-0.00698305600597336,0.906073641926476
"TCGA-KIRC",-0.0586554125094688,0.174302681561777
"TCGA-PAAD",0.0332800612671338,0.660120208229081
"TCGA-MESO",-0.0869477761787872,0.426014171535616
"TCGA-LUAD",0.0191198173770954,0.659633528847152
"TCGA-THYM",-0.140041138950835,0.128752581311444
"TCGA-SARC",-0.0693887396980985,0.265860421357261
"TCGA-CHOL",0.213421499630824,0.211373978841472
"TCGA-UCS",0.115262896793722,0.39759804990111
"TCGA-PCPG",0.0164506409176632,0.827470105918669
"TCGA-READ",0.139950652486302,0.0721177566738291
"TCGA-KICH",-0.0113521816882418,0.928484922271877
"TCGA-UVM",-0.0693771492147599,0.540869029803142
"TCGA-SKCM",0.104601239705515,0.293020491201691
"TCGA-DLBC",0.347577771438523,0.0154942660862628
