"","R","Pvalues"
"TCGA-UCEC",-0.257098873457016,9.09555703073872e-10
"TCGA-BRCA",-0.149698734722623,5.97661083014527e-07
"TCGA-LGG",-0.117163287621884,0.00802151761359223
"TCGA-CESC",-0.331280856161514,3.21369482443419e-09
"TCGA-STAD",-0.220709931762123,1.61007108725885e-05
"TCGA-ESCA",-0.216608039438599,0.00578231736014747
"TCGA-THCA",-0.221532118784123,5.34322791542698e-07
"TCGA-OV",-0.145480507995418,0.00481654329600923
"TCGA-ACC",-0.132508424680484,0.24437139379087
"TCGA-GBM",-0.278639350085719,0.000427924607324904
"TCGA-HNSC",-0.279843162417095,1.89620639297094e-10
"TCGA-PRAD",-0.377030089427339,2.87273631215321e-18
"TCGA-LIHC",-0.293460223153867,8.37701132005191e-09
"TCGA-BLCA",-0.372163493085495,4.77745361297934e-15
"TCGA-COAD",-0.415513140581423,2.23858629473581e-21
"TCGA-LUSC",-0.270726134703182,6.99899269272667e-10
"TCGA-TGCT",-0.0584713921571767,0.477243463999257
"TCGA-KIRP",-0.289731283078048,5.63740391144648e-07
"TCGA-KIRC",-0.32350395224779,1.42586769947896e-14
"TCGA-PAAD",-0.318075177632776,1.60098779118124e-05
"TCGA-MESO",-0.323269569593332,0.00239762049701217
"TCGA-LUAD",-0.277594328617998,6.92216250006925e-11
"TCGA-THYM",-0.288043700725653,0.0014899856923748
"TCGA-SARC",-0.307134889091311,4.62292704110406e-07
"TCGA-CHOL",-0.440556521583985,0.00716360457108782
"TCGA-UCS",-0.0493691753196058,0.717850572152833
"TCGA-PCPG",-0.163097217101616,0.0296118106216376
"TCGA-READ",-0.35321863415796,3.04336728898755e-06
"TCGA-KICH",-0.466329888196818,9.03232111285431e-05
"TCGA-UVM",-0.31727833958324,0.00413533751866179
"TCGA-SKCM",-0.0233250644580001,0.815088751897313
"TCGA-DLBC",-0.61708848531821,2.99445499916223e-06
