"","R","Pvalues"
"TCGA-UCEC",0.0603833143965928,0.156929570838824
"TCGA-BRCA",0.116999498879985,9.90408880798975e-05
"TCGA-LGG",0.301556656318375,3.33519143418932e-12
"TCGA-CESC",0.217627878003756,0.000130888010692429
"TCGA-STAD",-0.0661786434678569,0.201014111870162
"TCGA-ESCA",0.110381251398151,0.163338365620327
"TCGA-THCA",0.53821543693919,4.82313717166658e-39
"TCGA-OV",-0.00145390608513134,0.977643726578125
"TCGA-ACC",0.428741433838316,8.07485713060784e-05
"TCGA-GBM",-0.291094954315575,0.000227181309716132
"TCGA-HNSC",0.13291108902926,0.00290358304854263
"TCGA-PRAD",0.332900514791213,2.36612681291301e-14
"TCGA-LIHC",0.24346228008975,2.08322582272726e-06
"TCGA-BLCA",0.13659021917092,0.00537169825907949
"TCGA-COAD",-0.22688514573306,5.35959586755803e-07
"TCGA-LUSC",-0.249005899278317,1.56334734563009e-08
"TCGA-TGCT",0.205921093188387,0.011469332371775
"TCGA-KIRP",0.306829753965286,1.07755406398902e-07
"TCGA-KIRC",0.0132895026636482,0.75842907782518
"TCGA-PAAD",0.369255600172818,4.24307919214765e-07
"TCGA-MESO",0.112144098014181,0.303944847052347
"TCGA-LUAD",-0.0288769332087231,0.505891037528053
"TCGA-THYM",0.351054967232711,9.06009393555656e-05
"TCGA-SARC",0.0289117323287847,0.643266514201466
"TCGA-CHOL",0.172563545301928,0.314215243280501
"TCGA-UCS",-0.142086376308034,0.29620471550095
"TCGA-PCPG",0.500177568858957,1.17152529902659e-12
"TCGA-READ",-0.187472243902279,0.0155785015518722
"TCGA-KICH",-0.0931160632373915,0.460657686076559
"TCGA-UVM",-0.396886634544184,0.000267491915630361
"TCGA-SKCM",0.0587229391143031,0.55572164122228
"TCGA-DLBC",0.254220489819076,0.0812223438369177
